id,timestamp,src_ip,dst_ip,src_port,dst_port,proto,service,state,dur,spkts,sbytes,rate,sttl,sload,sloss,sinpkt,sjit,swin,smean,ct_dst_ltm,ct_src_dport_ltm,dpkts,dbytes,dttl,dload,dloss,dinpkt,djit,dwin,dmean,attack_cat,label
27,2026-01-01 00:00:26,10.10.14.106,172.16.7.137,36619,80,tcp,https,RST,1.013416,22,12411,21.708765,64,97973.632,0,46.064342,0.0,255,485.847,2,4,22,7716,128,60910.849,0,46.064342,24.365217,8192,350.727,Normal,0
28,2026-01-01 00:00:27,10.10.2.52,172.16.5.123,30846,22,tcp,ftp,REQ,0.984418,18,8521,18.284908,64,69246.977,2,54.689913,14.86609,8192,453.973,3,1,9,4703,32,38219.52,0,109.379825,7.984371,255,522.556,Normal,0
29,2026-01-01 00:00:28,10.10.12.171,172.16.4.17,28773,25,tcp,-,CON,3.856466,15,5914,3.889571,128,12268.227,0,257.097742,7.347221,8192,419.52,7,5,16,8045,32,16688.854,0,241.029133,14.897378,0,502.812,Normal,0
30,2026-01-01 00:00:29,10.10.4.231,172.16.2.184,7941,25,tcp,dns,INT,0.352375,173,125603,490.954567,128,2851577.64,6,2.036848,2.259995,8192,738.757,44,5,4,1235,64,28038.33,0,88.093691,2.893632,8192,308.75,DoS,1
31,2026-01-01 00:00:30,10.10.10.74,172.16.8.201,8216,49415,tcp,-,INT,1.560708,2,254,1.28147,64,1301.973,0,780.353831,25.577836,8192,135.758,1,36,1,405,128,2075.981,0,1560.707663,17.222268,0,405.0,Reconnaissance,1
32,2026-01-01 00:00:31,10.10.12.37,172.16.8.177,33630,21,udp,-,INT,1.893446,19,21351,10.034612,64,90210.108,0,99.655071,14.942964,8192,1187.464,4,3,10,4917,255,20774.816,0,189.344635,18.575568,0,491.7,Fuzzers,1
33,2026-01-01 00:00:32,10.10.10.96,172.16.7.197,50448,21,tcp,ftp,FIN,2.761664,31,11406,11.225115,64,33040.946,0,89.085945,11.840695,0,378.093,4,7,22,14880,128,43104.443,0,125.530195,27.452924,1024,676.364,Normal,0
34,2026-01-01 00:00:33,10.10.16.26,172.16.8.166,26309,8080,tcp,dns,FIN,1.028235,20,8194,19.450805,64,63751.959,0,51.411754,10.279981,8192,354.256,3,2,21,14580,255,113437.095,0,48.963575,13.114268,0,694.286,Normal,0
35,2026-01-01 00:00:34,10.10.7.171,172.16.1.180,47272,8080,tcp,https,FIN,1.216065,24,12802,19.735787,64,84219.18,0,50.669376,12.907856,8192,533.929,3,2,14,5974,64,39300.53,0,86.861788,20.748772,1024,426.714,Normal,0
36,2026-01-01 00:00:35,10.10.15.188,172.16.3.199,9330,80,tcp,-,INT,2.522339,12,6890,4.75749,32,21852.736,0,210.194884,18.039044,8192,594.696,4,2,11,6821,128,21633.892,0,229.303509,8.956882,1024,620.091,Normal,0
37,2026-01-01 00:00:36,10.10.4.103,172.16.1.69,40223,21,udp,dns,INT,0.131972,21,11751,159.124928,64,712334.104,0,6.28437,17.981193,8192,532.873,8,2,16,11979,64,726155.241,1,8.248236,26.769711,1024,748.688,Normal,0
38,2026-01-01 00:00:37,10.10.4.39,172.16.1.163,58023,3389,tcp,http,FIN,2.889849,17,9139,5.88266,64,25299.592,0,169.991119,28.134277,1024,582.432,5,4,10,4066,255,11255.951,0,288.984903,19.423187,8192,406.6,Normal,0
39,2026-01-01 00:00:38,10.10.12.116,172.16.9.9,1604,3389,udp,ftp,CON,0.034302,21,13921,612.203995,64,3246663.546,0,1.633442,13.241272,1024,805.31,7,3,20,7692,255,1793932.62,0,1.715115,2.843439,0,384.6,Normal,0
40,2026-01-01 00:00:39,10.10.8.18,172.16.7.27,8755,53,udp,dns,INT,0.239373,206,107217,860.579887,64,3583254.127,6,1.162007,3.694318,1024,480.69,39,2,1,452,64,15106.101,1,239.373477,5.236949,1024,452.0,DoS,1
41,2026-01-01 00:00:40,10.10.4.222,172.16.2.137,46068,21,tcp,-,RST,0.041284,17,10627,411.783405,128,2059304.585,0,2.428461,6.741057,8192,665.285,2,2,16,10071,32,1951562.668,0,2.58024,14.749705,255,629.438,Normal,0
42,2026-01-01 00:00:41,10.10.13.205,172.16.7.214,61415,8080,tcp,-,FIN,0.638123,13,7218,20.372242,64,90490.367,0,49.086398,3.365306,8192,613.234,3,3,6,3503,32,43916.286,0,106.353862,15.809127,0,583.833,Exploits,1
43,2026-01-01 00:00:42,10.10.2.181,172.16.6.34,42574,8080,tcp,http,INT,0.118401,213,115857,1798.96566,64,7828085.049,4,0.555875,2.249565,8192,537.158,36,4,1,461,128,31148.288,0,118.401371,10.104666,1024,461.0,DoS,1
44,2026-01-01 00:00:43,10.10.16.99,172.16.5.134,2622,53,tcp,-,FIN,2.948904,18,10382,6.103963,64,28165.044,0,163.827981,18.536458,255,656.987,9,3,10,5704,64,15474.225,0,294.890366,15.624226,8192,570.4,Normal,0
45,2026-01-01 00:00:44,10.10.9.185,172.16.7.50,10572,53,tcp,-,CON,3.066455,15,5268,4.891643,128,13743.559,1,204.430302,10.138385,1024,381.768,3,2,7,1740,32,4539.444,1,438.064933,0.0,8192,248.571,Exploits,1
46,2026-01-01 00:00:45,10.10.5.202,172.16.8.118,13241,28233,icmp,-,FIN,0.206113,3,60,14.555131,128,2328.821,0,68.704296,6.614481,8192,20.0,1,38,3,890,128,34544.177,0,68.704296,6.709314,1024,296.667,Reconnaissance,1
47,2026-01-01 00:00:46,10.10.3.15,172.16.8.252,7526,80,tcp,https,FIN,0.643838,15,10500,23.297778,64,130467.556,0,42.922548,10.627258,255,597.917,3,3,6,3574,255,44408.671,0,107.306371,7.155855,255,595.667,Normal,0
48,2026-01-01 00:00:47,10.10.19.79,172.16.7.83,47059,445,udp,ftp,INT,2.17386,16,3270,7.36018,128,12033.895,0,135.866239,16.872522,8192,225.155,6,4,13,2084,255,7669.308,2,167.219987,22.853326,255,160.308,Normal,0
49,2026-01-01 00:00:48,10.10.13.86,172.16.6.47,18322,80,tcp,-,REQ,0.259919,205,123986,788.706428,64,3816138.738,5,1.267899,2.129065,8192,612.078,30,2,5,1809,32,55678.826,1,51.983854,7.229794,0,361.8,DoS,1
50,2026-01-01 00:00:49,10.10.4.197,172.16.7.199,62581,443,icmp,ftp,FIN,0.920535,23,7362,24.985472,64,63980.189,0,40.023259,1.906993,1024,316.93,1,8,17,11363,32,98751.275,1,54.149114,0.0,8192,668.412,Normal,0
51,2026-01-01 00:00:50,10.10.8.37,172.16.3.151,11947,443,tcp,dns,CON,1.163186,15,12810,12.895611,64,88102.812,1,77.545765,3.4984,8192,793.227,2,4,14,7390,32,50825.9,1,83.084749,20.177933,0,527.857,Normal,0
52,2026-01-01 00:00:51,10.10.2.146,172.16.6.197,4903,25,tcp,ftp,FIN,0.555518,22,9948,39.602706,64,143260.99,0,25.2508,16.173853,8192,448.672,2,5,18,11209,128,161420.631,0,30.862088,21.474279,255,622.722,Normal,0
53,2026-01-01 00:00:52,10.10.18.125,172.16.5.41,54039,1690,tcp,-,FIN,3.62407,5,694,1.379664,128,1531.979,0,724.813964,20.213205,8192,128.134,2,48,4,1866,64,4119.126,1,906.017455,1.670744,255,466.5,Reconnaissance,1
54,2026-01-01 00:00:53,10.10.7.168,172.16.9.190,17261,21,udp,https,REQ,0.451265,182,99236,403.310975,64,1759251.335,8,2.479476,2.888874,1024,482.053,31,1,3,2637,255,46748.617,0,150.421562,12.967243,1024,879.0,DoS,1
55,2026-01-01 00:00:54,10.10.2.3,172.16.6.243,50146,53,udp,ftp,INT,0.384697,200,87453,519.889344,64,1818635.312,1,1.923486,1.106632,8192,474.363,33,4,2,1540,128,32025.184,1,192.348624,2.035521,255,770.0,DoS,1
56,2026-01-01 00:00:55,10.10.8.115,172.16.6.48,39545,20321,tcp,-,FIN,1.892009,3,283,1.585616,128,1196.612,0,630.669687,15.261861,255,84.29,6,47,3,1174,32,4964.035,0,630.669687,11.632454,0,391.333,Reconnaissance,1
57,2026-01-01 00:00:56,10.10.16.231,172.16.9.197,49328,25,tcp,https,REQ,3.016182,12,6285,3.978539,64,16670.079,2,251.348542,0.0,1024,572.734,5,5,7,529,32,1403.098,0,430.883214,11.009787,1024,75.571,Normal,0
58,2026-01-01 00:00:57,10.10.16.205,172.16.7.63,61845,25,tcp,ssh,REQ,0.752287,23,12985,30.573447,128,138085.638,0,32.708121,11.486265,255,507.994,3,2,20,7935,32,84382.714,0,37.614339,25.137007,255,396.75,Normal,0
59,2026-01-01 00:00:58,10.10.7.81,172.16.7.213,8843,21,tcp,https,FIN,3.085087,18,8446,5.83452,64,21901.49,0,171.393718,20.342616,1024,447.261,3,2,19,17357,32,45008.781,0,162.372996,23.252138,255,913.526,Normal,0
60,2026-01-01 00:00:59,10.10.16.1,172.16.6.159,28507,21,tcp,ssh,CON,0.393407,24,11041,61.005491,32,224520.54,0,16.391967,12.780522,0,448.982,2,4,25,12221,64,248516.033,0,15.736289,9.407084,255,488.84,Normal,0
61,2026-01-01 00:01:00,10.10.14.70,172.16.3.161,8365,3389,tcp,dns,INT,0.245579,218,203196,887.698611,64,6619332.367,5,1.126508,6.187101,8192,944.357,33,3,2,523,32,17037.298,0,122.789423,17.368573,1024,261.5,DoS,1
62,2026-01-01 00:01:01,10.10.3.25,172.16.4.99,38483,80,tcp,-,REQ,0.001,12,2664,12000.0,64,21312000.0,0,0.083333,28.554045,255,218.447,4,2,12,6323,32,50584000.0,0,0.083333,10.23547,0,526.917,Normal,0
63,2026-01-01 00:01:02,10.10.14.162,172.16.3.244,59925,445,tcp,-,REQ,1.684989,22,6039,13.056467,64,28672.001,0,76.590399,15.051023,8192,303.545,5,5,12,4984,255,23663.066,0,140.415732,18.19791,0,415.333,Normal,0
64,2026-01-01 00:01:03,10.10.2.216,172.16.5.4,23938,43259,tcp,-,CON,3.587981,5,622,1.393541,32,1386.852,0,717.596189,16.874394,8192,124.669,4,45,3,916,128,2042.374,0,1195.993648,14.058673,1024,305.333,Reconnaissance,1
65,2026-01-01 00:01:04,10.10.13.223,172.16.1.199,33758,21,udp,ftp,REQ,0.557115,179,133604,321.29837,128,1918513.85,3,3.112372,2.221126,1024,718.336,38,1,4,763,64,10956.454,2,139.27864,10.464369,255,190.75,DoS,1
66,2026-01-01 00:01:05,10.10.15.234,172.16.2.16,9149,445,tcp,https,FIN,2.263367,17,5760,7.510936,255,20359.053,0,133.139207,13.365666,0,353.95,6,3,9,3497,128,12360.349,1,251.485169,22.698224,1024,388.556,Normal,0
67,2026-01-01 00:01:06,10.10.8.18,172.16.5.59,8769,53,tcp,-,FIN,0.646743,17,3329,26.285543,64,41178.622,1,38.043726,12.520618,1024,204.564,6,3,10,4556,255,56356.204,0,64.674334,12.877069,255,455.6,Normal,0
68,2026-01-01 00:01:07,10.10.19.164,172.16.9.86,2444,80,tcp,https,CON,0.991719,23,16281,23.192062,128,131335.639,1,43.118201,26.042877,8192,749.019,2,2,23,14829,255,119622.639,1,43.118201,28.399985,8192,644.739,Normal,0
69,2026-01-01 00:01:08,10.10.4.199,172.16.2.233,24982,21,tcp,-,FIN,3.278835,24,8868,7.319672,128,21636.951,0,136.618142,7.635021,8192,331.577,5,5,13,6182,255,15083.404,1,252.218108,9.632924,255,475.538,Normal,0
70,2026-01-01 00:01:09,10.10.11.99,172.16.2.66,44400,22,tcp,-,INT,2.319573,20,8272,8.622275,128,28529.383,0,115.978672,23.232139,8192,431.6,2,3,10,5069,32,17482.525,1,231.957344,19.194124,0,506.9,Normal,0
71,2026-01-01 00:01:10,10.10.11.69,172.16.2.169,1142,443,tcp,https,CON,2.779274,20,11056,7.196123,64,31824.136,1,138.963709,4.825396,8192,537.302,2,2,10,2929,128,8430.978,1,277.927417,6.378299,255,292.9,Normal,0
72,2026-01-01 00:01:11,10.10.5.229,172.16.5.30,57632,53,tcp,http,FIN,1.881173,15,5737,7.973747,32,24397.541,0,125.411546,8.443208,1024,326.931,6,6,9,3604,255,15326.606,1,209.019244,19.095191,255,400.444,Normal,0
73,2026-01-01 00:01:12,10.10.10.133,172.16.1.238,40996,443,tcp,ftp,CON,1.490095,11,6273,7.382078,64,33678.381,0,135.463215,17.62135,1024,686.398,4,3,11,5362,255,28787.419,0,135.463215,27.31151,8192,487.455,Exploits,1
74,2026-01-01 00:01:13,10.10.9.49,172.16.1.254,11623,445,tcp,-,INT,2.643328,21,9890,7.944531,128,29931.967,1,125.872752,27.854992,1024,523.768,2,1,18,7990,64,24181.64,0,146.851544,19.930091,0,443.889,Normal,0
75,2026-01-01 00:01:14,10.10.16.92,172.16.5.26,32425,80,icmp,ftp,CON,2.085288,17,7081,8.15235,128,27165.548,0,122.66402,16.326731,1024,361.234,6,4,8,4280,64,16419.792,1,260.661042,27.829235,0,535.0,Normal,0
76,2026-01-01 00:01:15,10.10.12.225,172.16.2.18,38568,80,tcp,http,CON,1.613044,25,10162,15.498647,32,50399.121,1,64.52176,2.398701,8192,377.094,3,5,19,6633,255,32896.809,1,84.897053,5.915671,0,349.105,Normal,0
77,2026-01-01 00:01:16,10.10.2.118,172.16.2.25,58789,80,tcp,ssh,REQ,0.244592,18,12959,73.591869,128,423856.46,0,13.588458,21.399627,8192,753.456,5,2,9,5341,255,174690.744,0,27.176915,19.230928,0,593.444,Normal,0
78,2026-01-01 00:01:17,10.10.5.13,172.16.5.140,48842,53,udp,dns,REQ,0.654808,194,77685,296.270256,32,949103.292,12,3.375297,1.74128,8192,469.824,23,2,1,703,64,8588.783,1,654.807548,12.712414,255,703.0,DoS,1
79,2026-01-01 00:01:18,10.10.19.91,172.16.4.54,55456,443,tcp,-,CON,2.284029,18,11407,7.880811,64,39953.96,0,126.890497,20.697432,255,630.605,4,3,9,1595,64,5586.619,1,253.780994,4.987936,0,177.222,Normal,0
80,2026-01-01 00:01:19,10.10.15.161,172.16.5.104,20298,21063,udp,-,CON,1.133112,8,1238,7.060204,128,8740.532,0,141.638968,17.587374,255,140.415,1,53,7,3162,255,22324.365,0,161.873107,13.514093,255,451.714,Reconnaissance,1
81,2026-01-01 00:01:20,10.10.6.113,172.16.2.168,4221,53,tcp,ftp,INT,0.177979,212,42084,1191.15439,64,1891643.069,6,0.839522,3.181899,8192,204.182,34,6,2,1530,64,68772.31,2,88.989304,24.158935,0,765.0,DoS,1
82,2026-01-01 00:01:21,10.10.1.224,172.16.9.230,25766,445,tcp,dns,RST,2.068194,10,7354,4.835137,128,28446.078,1,206.819375,18.242266,255,654.432,4,1,7,1329,128,5140.718,0,295.45625,13.522212,8192,189.857,Normal,0
83,2026-01-01 00:01:22,10.10.17.103,172.16.6.40,58082,1998,tcp,-,CON,2.089739,3,208,1.435586,64,796.272,1,696.579574,3.886625,1024,75.039,6,40,2,702,128,2687.417,1,1044.869362,18.938,255,351.0,Reconnaissance,1
84,2026-01-01 00:01:23,10.10.5.81,172.16.6.176,60644,445,tcp,ftp,FIN,2.772285,23,19553,8.296405,255,56424.211,0,120.534136,27.168969,0,851.638,4,3,19,12348,255,35632.698,0,145.909744,7.20551,8192,649.895,Normal,0
85,2026-01-01 00:01:24,10.10.13.235,172.16.6.66,31104,443,udp,http,FIN,2.535577,19,2881,7.493363,64,9089.843,0,133.451436,0.846258,255,177.896,2,3,15,7638,255,24098.654,0,169.038485,21.080873,8192,509.2,Normal,0
86,2026-01-01 00:01:25,10.10.1.138,172.16.5.30,22697,443,tcp,http,RST,2.123042,19,766,8.949423,64,2886.424,1,111.739049,13.565095,1024,40.0,5,3,10,4731,255,17827.25,0,212.304193,14.367347,0,473.1,Normal,0
87,2026-01-01 00:01:26,10.10.3.28,172.16.9.201,39670,52705,udp,-,REQ,1.592556,4,346,2.511685,32,1738.086,1,398.13911,6.48465,0,76.684,4,39,3,789,128,3963.439,0,530.852147,13.531154,1024,263.0,Reconnaissance,1
88,2026-01-01 00:01:27,10.10.16.214,172.16.3.221,18360,443,tcp,ssh,FIN,3.982031,17,6128,4.269179,64,12311.307,0,234.237092,27.697599,1024,412.122,3,6,7,3933,128,7901.496,0,568.86151,16.206388,255,561.857,Normal,0
89,2026-01-01 00:01:28,10.10.2.185,172.16.7.39,9586,443,udp,http,CON,0.992819,11,3002,11.079561,64,24189.704,0,90.256282,1.061633,1024,262.599,3,3,5,3351,128,27001.898,1,198.563819,31.919163,8192,670.2,Normal,0
90,2026-01-01 00:01:29,10.10.2.197,172.16.6.96,6718,53,tcp,ssh,FIN,2.620569,16,8052,6.105544,32,24580.921,1,163.785564,35.974623,1024,539.356,4,2,11,5906,255,18029.672,1,238.233548,25.406082,255,536.909,Normal,0
91,2026-01-01 00:01:30,10.10.3.151,172.16.8.1,63749,445,tcp,https,INT,1.707755,14,5823,8.197898,64,27277.919,0,121.982494,11.748598,8192,439.126,5,1,10,3879,32,18171.226,0,170.775492,6.356754,8192,387.9,Normal,0
92,2026-01-01 00:01:31,10.10.4.68,172.16.6.12,40082,445,udp,-,INT,0.213117,190,45396,891.527875,64,1704075.765,4,1.12167,3.534914,1024,290.286,26,1,2,904,128,33934.366,0,106.558642,16.704369,8192,452.0,DoS,1
93,2026-01-01 00:01:32,10.10.12.89,172.16.9.198,50519,8080,tcp,dns,FIN,3.156766,20,10221,6.335599,128,25902.461,1,157.838283,21.953471,0,505.097,4,6,17,5698,128,14440.096,1,185.692097,11.141941,0,335.176,Normal,0
94,2026-01-01 00:01:33,10.10.10.100,172.16.8.137,31216,3389,tcp,http,CON,1.457264,16,11690,10.979481,64,64175.069,0,91.078983,14.691704,8192,621.97,3,2,9,3769,64,20690.833,0,161.918192,14.339287,0,418.778,Normal,0
95,2026-01-01 00:01:34,10.10.12.122,172.16.3.43,20800,80,icmp,ftp,REQ,2.46202,18,8664,7.31107,64,28152.493,0,136.778888,7.349406,8192,551.487,3,3,10,2290,32,7441.044,0,246.201998,10.448542,1024,229.0,Normal,0
96,2026-01-01 00:01:35,10.10.17.245,172.16.9.94,62906,22,tcp,dns,INT,0.354,207,103491,584.746267,128,2338781.677,10,1.710143,1.041383,1024,552.851,27,4,2,805,128,18192.106,0,176.999847,15.983111,1024,402.5,DoS,1
97,2026-01-01 00:01:36,10.10.15.117,172.16.4.14,63757,22,udp,https,FIN,1.094568,20,10814,18.272043,128,79037.549,0,54.728418,10.525626,0,599.817,6,2,9,5419,64,39606.48,0,121.618706,26.169669,255,602.111,Normal,0
98,2026-01-01 00:01:37,10.10.7.58,172.16.4.83,39259,8080,tcp,ssh,RST,3.183909,19,4187,5.967507,64,10520.402,0,167.574153,8.762721,8192,215.551,6,3,16,7773,32,19530.71,0,198.994306,3.445546,255,485.812,Normal,0
99,2026-01-01 00:01:38,10.10.2.190,172.16.9.213,60418,25,udp,-,FIN,2.582307,10,4537,3.872507,64,14055.651,0,258.230658,22.293027,255,510.767,3,1,5,2250,32,6970.512,1,516.461315,11.343403,255,450.0,Normal,0
100,2026-01-01 00:01:39,10.10.15.57,172.16.4.183,16297,25,udp,-,CON,1.321995,25,58019,18.910812,64,351099.644,0,52.879803,15.774098,255,1996.199,3,4,25,8450,64,51134.835,0,52.879803,12.267678,255,338.0,Fuzzers,1
101,2026-01-01 00:01:40,10.10.1.129,172.16.3.1,8460,443,tcp,dns,CON,3.013953,22,34213,7.299384,64,90812.294,0,136.997871,19.16472,255,1452.485,5,5,16,7984,128,21192.101,3,188.372072,7.920606,8192,499.0,Fuzzers,1
102,2026-01-01 00:01:41,10.10.10.112,172.16.7.80,4771,22,tcp,-,REQ,0.113054,182,70511,1609.85664,64,4989564.904,4,0.621173,0.0,8192,370.702,34,3,1,531,255,37575.115,0,113.053545,10.27068,0,531.0,DoS,1
103,2026-01-01 00:01:42,10.10.12.165,172.16.2.131,23690,21,tcp,https,FIN,1.768172,9,2851,5.090002,64,12899.195,0,196.46359,20.798985,8192,385.688,3,2,9,3214,255,14541.569,1,196.46359,4.697578,8192,357.111,Normal,0
104,2026-01-01 00:01:43,10.10.19.26,172.16.1.125,59057,445,tcp,-,FIN,1.327854,18,14050,13.555709,128,84647.874,0,73.769655,8.755149,8192,788.957,3,3,12,4735,128,28527.237,0,110.654482,21.365718,1024,394.583,Fuzzers,1
105,2026-01-01 00:01:44,10.10.15.96,172.16.6.52,6694,3099,udp,-,FIN,2.626443,2,224,0.761486,128,682.292,0,1313.221594,6.71045,8192,101.012,4,35,1,231,32,703.613,0,2626.443188,2.429427,8192,231.0,Reconnaissance,1
106,2026-01-01 00:01:45,10.10.14.92,172.16.3.207,49181,53,udp,ssh,REQ,0.37737,192,153005,508.7843,128,3243605.909,2,1.965469,1.53677,255,794.9,54,3,0,0,255,0.0,0,377.370135,31.597315,1024,0.0,DoS,1
107,2026-01-01 00:01:46,10.10.12.198,172.16.7.112,13607,443,tcp,ssh,REQ,2.634331,18,14818,6.832853,64,44999.653,1,146.351746,27.821325,8192,758.221,3,2,12,8946,64,27167.424,0,219.527619,12.287393,1024,745.5,Normal,0
